net,length_um
_04252_,10.6
net1348,10.6
net1386,10.6
_05341_,10.58
is_jalr_addi_slti_sltiu_xori_ori_andi,10.58
_00471_,10.565
_00474_,10.565
_00557_,10.565
_00564_,10.565
_01159_,10.565
_01263_,10.565
_02261_,10.56
net1937,10.56
_02302_,10.54
_02372_,10.54
_03102_,10.54
mem_wordsize\[2\],10.54
net42,10.54
net1267,10.54
_03794_,10.52
_05345_,10.52
net1984,10.52
_02237_,10.5
_03245_,10.5
_04302_,10.5
cpuregs\[11\]\[28\],10.5
cpuregs\[22\]\[25\],10.5
cpuregs\[3\]\[10\],10.5
net165,10.5
_01331_,10.485
_04346_,10.48
_04383_,10.48
_05346_,10.46
_03056_,10.45
net1146,10.45
_02920_,10.44
_02963_,10.44
_03694_,10.44
net1962,10.44
reg_out\[10\],10.435
_01091_,10.425
_03326_,10.42
_04527_,10.42
net1835,10.42
_03401_,10.405
_01569_,10.4
_01834_,10.4
_02294_,10.4
_02669_,10.4
_03224_,10.4
_04882_,10.4
_05032_,10.4
net1327,10.4
net1747,10.4
_03370_,10.38
_00468_,10.365
_03371_,10.36
_05040_,10.36
cpuregs\[16\]\[3\],10.36
net1363,10.36
_01328_,10.345
_02826_,10.345
_01948_,10.34
net162,10.34
_00275_,10.325
_00453_,10.325
cpuregs\[30\]\[18\],10.325
_04620_,10.32
_04905_,10.32
_04990_,10.32
_05309_,10.32
_05339_,10.32
mem_addr[13],10.32
mem_addr[14],10.32
mem_addr[18],10.32
mem_addr[24],10.32
mem_addr[29],10.32
mem_addr[5],10.32
mem_la_addr[12],10.32
mem_la_addr[15],10.32
mem_la_addr[17],10.32
mem_la_addr[23],10.32
mem_la_addr[24],10.32
mem_la_addr[26],10.32
mem_la_addr[28],10.32
mem_la_wdata[0],10.32
mem_la_wdata[12],10.32
mem_la_wdata[16],10.32
mem_la_wdata[27],10.32
mem_la_wdata[29],10.32
mem_la_wdata[31],10.32
mem_la_wstrb[2],10.32
mem_wdata[12],10.32
mem_wdata[1],10.32
mem_wdata[27],10.32
mem_wdata[29],10.32
mem_wdata[8],10.32
pcpi_rs1[14],10.32
pcpi_rs1[27],10.32
pcpi_rs1[2],10.32
pcpi_rs2[12],10.32
pcpi_rs2[21],10.32
pcpi_rs2[22],10.32
pcpi_rs2[25],10.32
pcpi_rs2[2],10.32
pcpi_rs2[30],10.32
net1492,10.32
net1643,10.32
net1776,10.32
net1964,10.32
net1965,10.32
_03713_,10.3
_00434_,10.285
_01876_,10.28
_02007_,10.28
_02789_,10.28
_03848_,10.28
_04153_,10.28
_04520_,10.28
_04951_,10.28
_05367_,10.28
_05411_,10.28
cpuregs\[22\]\[21\],10.28
reg_sh\[1\],10.28
net2040,10.28
net2298,10.28
_02968_,10.25
_01518_,10.245
_01550_,10.24
_03113_,10.24
_03733_,10.24
_04922_,10.24
_05513_,10.24
_01188_,10.225
_01291_,10.225
_01564_,10.22
mem_la_wdata[7],10.22
net2041,10.22
_00915_,10.2
_03152_,10.2
_03158_,10.2
_03732_,10.2
_04220_,10.2
_04418_,10.2
_04530_,10.2
mem_rdata[21],10.2
mem_rdata[27],10.2
net1411,10.2
net1900,10.2
net1973,10.2
_02127_,10.18
_02483_,10.18
_04143_,10.18
net1382,10.18
net1738,10.18
net1858,10.18
net1893,10.18
_05051_,10.16
cpuregs\[3\]\[29\],10.16
net1844,10.16
_02115_,10.155
_00192_,10.145
_00537_,10.145
_00164_,10.14
_02498_,10.14
_01799_,10.12
_02533_,10.12
_02881_,10.12
cpuregs\[19\]\[8\],10.12
net148,10.12
net1925,10.12
_00043_,10.105
_02117_,10.1
_03091_,10.1
_04200_,10.1
_04869_,10.1
reg_out\[6\],10.1
net1588,10.1
_04219_,10.09
_01083_,10.085
_01762_,10.08
_02306_,10.08
mem_rdata[13],10.08
mem_rdata[19],10.08
mem_rdata[1],10.08
mem_rdata[29],10.08
mem_rdata[5],10.08
mem_rdata[9],10.08
net2125,10.08
_00174_,10.065
_01289_,10.065
_01470_,10.065
_03972_,10.06
net1497,10.06
net1681,10.06
_01364_,10.045
_00540_,10.04
_01865_,10.04
_02381_,10.04
_02503_,10.04
_02546_,10.04
_04276_,10.04
_05059_,10.04
_05132_,10.04
cpuregs\[28\]\[3\],10.04
_00477_,10.035
_00106_,10.025
_04297_,10.02
_04648_,10.02
net1406,10.02
_03217_,10.015
_00674_,10.005
_05046_,10
net163,10
net1446,10
_00018_,9.985
_01357_,9.985
_02160_,9.98
_03707_,9.98
_05259_,9.98
mem_la_addr[31],9.98
pcpi_rs1[16],9.98
net1231,9.98
net2007,9.98
net2167,9.98
_00391_,9.965
_02340_,9.96
_04093_,9.96
_04815_,9.96
_05315_,9.96
_05356_,9.96
cpuregs\[31\]\[14\],9.96
reg_out\[23\],9.96
_02802_,9.95
_03263_,9.945
_01725_,9.94
_01795_,9.94
_02013_,9.94
_02032_,9.94
_02702_,9.94
_03870_,9.94
_04866_,9.94
_04987_,9.94
cpuregs\[21\]\[9\],9.94
reg_next_pc\[31\],9.94
net1444,9.94
_00565_,9.925
_01600_,9.92
_03976_,9.92
cpuregs\[25\]\[15\],9.92
cpuregs\[25\]\[19\],9.92
_00256_,9.905
_00288_,9.905
_00532_,9.905
_05551_,9.905
_01744_,9.9
_01786_,9.9
_04340_,9.9
net2087,9.9
_03526_,9.88
_04269_,9.88
_04287_,9.88
pcpi_rs1[24],9.88
net1682,9.88
_00311_,9.865
_00943_,9.865
_01378_,9.865
_01420_,9.865
_00803_,9.86
_01816_,9.86
_01916_,9.86
_03588_,9.86
_04802_,9.86
_05248_,9.86
net1458,9.86
net2205,9.86
_01930_,9.855
_00409_,9.845
_02141_,9.84
_00210_,9.825
_01254_,9.825
_01416_,9.825
_02011_,9.825
_01726_,9.82
_02139_,9.82
_03226_,9.82
_03579_,9.82
_03828_,9.82
_03869_,9.82
_04175_,9.82
_04242_,9.82
_04877_,9.82
cpuregs\[3\]\[18\],9.82
reg_out\[21\],9.82
net138,9.82
net1282,9.82
net1459,9.82
net1581,9.82
net2311,9.82
_02122_,9.805
_01563_,9.8
_04935_,9.8
_01191_,9.785
_01349_,9.785
_02945_,9.78
_04572_,9.78
_04669_,9.78
_05075_,9.78
net51,9.78
_02764_,9.76
_03453_,9.76
net1257,9.76
net1295,9.76
net1416,9.76
net1564,9.76
_00259_,9.745
_02332_,9.74
_02356_,9.72
_02972_,9.72
_04808_,9.72
net1265,9.72
net1501,9.72
net1502,9.72
net1686,9.72
net1779,9.72
net1903,9.72
net2092,9.72
net2126,9.72
net2243,9.72
_00577_,9.705
_01965_,9.7
_02528_,9.7
_03554_,9.7
_05394_,9.7
cpuregs\[20\]\[7\],9.7
cpuregs\[25\]\[13\],9.7
cpuregs\[31\]\[2\],9.7
is_sltiu_bltu_sltu,9.7
net1246,9.7
_00229_,9.685
_01189_,9.685
_01512_,9.685
_01689_,9.68
_02188_,9.68
_03074_,9.68
_04205_,9.68
_05019_,9.68
net1781,9.68
net2305,9.68
_00021_,9.665
_01174_,9.665
_03419_,9.66
net1365,9.66
net1404,9.66
net1450,9.66
net1517,9.66
net1611,9.66
net1818,9.66
net1839,9.66
net1890,9.66
net1931,9.66
net2049,9.66
_00042_,9.645
_00317_,9.645
_00498_,9.645
_00272_,9.64
net1133,9.64
net1138,9.64
net1144,9.64
net1118,9.64
net1120,9.64
net1124,9.64
net1147,9.64
net1162,9.64
net1163,9.64
net1170,9.64
net1172,9.64
net1174,9.64
net1180,9.64
net1153,9.64
net1156,9.64
net1194,9.64
net1201,9.64
net1207,9.64
net1208,9.64
net1211,9.64
net1186,9.64
net1215,9.64
net1216,9.64
net1191,9.64
net1907,9.64
net1384,9.63
_00911_,9.625
_04557_,9.62
_05462_,9.62
_02931_,9.6
_04961_,9.6
net1299,9.6
net1731,9.6
cpuregs\[26\]\[27\],9.595
_00666_,9.585
_02136_,9.58
_02150_,9.58
_03890_,9.58
_04921_,9.58
cpuregs\[3\]\[20\],9.58
cpuregs\[3\]\[23\],9.58
_00225_,9.565
_02870_,9.565
cpuregs\[31\]\[17\],9.56
net2174,9.56
_03661_,9.55
_02628_,9.54
_02885_,9.54
_03512_,9.54
_03859_,9.54
_05325_,9.54
cpuregs\[25\]\[31\],9.54
net1302,9.54
_01195_,9.535
_02832_,9.52
_03148_,9.52
_05485_,9.52
_00607_,9.505
_01819_,9.5
net1304,9.5
_01826_,9.485
_02047_,9.48
_02499_,9.48
_03873_,9.48
_04598_,9.48
_05157_,9.48
_05274_,9.48
_05313_,9.48
_05357_,9.48
cpuregs\[6\]\[24\],9.48
net1372,9.48
net1408,9.48
_00764_,9.465
_01167_,9.465
_02315_,9.46
cpuregs\[25\]\[16\],9.46
_00181_,9.445
_00396_,9.445
_00479_,9.445
_00881_,9.445
_01173_,9.445
_01496_,9.445
_03514_,9.44
_04588_,9.44
_04775_,9.44
_05041_,9.44
_05163_,9.44
_05355_,9.44
net2170,9.44
_00151_,9.42
_01987_,9.42
_02434_,9.42
_02474_,9.42
_03695_,9.42
_04232_,9.42
_04772_,9.42
_00105_,9.405
_00379_,9.405
_01292_,9.405
_01445_,9.405
_05563_,9.405
_02611_,9.4
_03296_,9.4
_03329_,9.4
_03492_,9.4
_03877_,9.4
net1286,9.4
net1309,9.4
net1577,9.4
net1650,9.4
net2028,9.4
net2296,9.4
cpuregs\[10\]\[9\],9.365
_01676_,9.36
_01680_,9.36
_01902_,9.36
_02197_,9.36
_03725_,9.36
_03825_,9.36
_03922_,9.36
_04519_,9.36
_04676_,9.36
_04684_,9.36
_04749_,9.36
_04845_,9.36
_05211_,9.36
_05365_,9.36
cpuregs\[28\]\[5\],9.36
cpuregs\[30\]\[7\],9.36
cpuregs\[31\]\[21\],9.36
net1251,9.36
net2055,9.36
net2079,9.36
_02547_,9.34
_04213_,9.34
_05192_,9.34
_05302_,9.34
cpuregs\[13\]\[24\],9.34
_04861_,9.335
_00424_,9.325
_00955_,9.325
_01428_,9.325
_01998_,9.32
_02138_,9.32
_02338_,9.32
_02610_,9.32
_04444_,9.32
_04478_,9.32
_04779_,9.32
_05306_,9.32
cpuregs\[27\]\[12\],9.32
_03221_,9.31
_00531_,9.3
_00744_,9.3
_01842_,9.3
net1639,9.3
net2216,9.3
_01409_,9.285
_01903_,9.285
_04347_,9.28
_04406_,9.28
net2165,9.28
_01489_,9.26
_04100_,9.26
reg_out\[3\],9.26
net1334,9.26
net1509,9.26
net1726,9.26
_00435_,9.245
_03652_,9.245
_01843_,9.24
_01921_,9.24
_02092_,9.24
_02236_,9.24
_03421_,9.24
cpuregs\[17\]\[14\],9.24
cpuregs\[21\]\[28\],9.24
cpuregs\[27\]\[27\],9.24
_01325_,9.225
_00029_,9.22
_04734_,9.22
net1803,9.22
_03471_,9.2
_05326_,9.2
net1569,9.2
net1866,9.2
net1868,9.2
net2085,9.2
net2182,9.2
net2192,9.2
reg_next_pc\[11\],9.195
_00048_,9.185
_00295_,9.185
_00972_,9.185
_01388_,9.185
_05176_,9.18
net1511,9.18
net1541,9.18
_01981_,9.16
_02616_,9.16
_02967_,9.16
_03824_,9.16
_04197_,9.16
_04863_,9.16
_02505_,9.14
_04626_,9.14
_04728_,9.14
_04785_,9.14
_00706_,9.125
_00734_,9.125
_02380_,9.12
_02500_,9.12
_03933_,9.12
_04029_,9.12
_04361_,9.12
_05344_,9.12
cpuregs\[20\]\[31\],9.12
_03608_,9.11
_00020_,9.105
_00118_,9.105
_00941_,9.105
_01828_,9.105
_03127_,9.105
_04573_,9.1
_02244_,9.08
_04151_,9.08
net47,9.08
alu_out\[20\],9.065
net1249,9.065
_02014_,9.06
_02087_,9.06
_02974_,9.06
_04577_,9.06
_05063_,9.06
_05431_,9.06
_05482_,9.06
net1223,9.06
net2224,9.06
_01449_,9.04
_02515_,9.04
_03168_,9.04
_03847_,9.04
_05272_,9.04
net1879,9.04
_00206_,9.025
_00365_,9.025
_01665_,9.02
_01858_,9.02
_02890_,9.02
_03441_,9.02
_03443_,9.02
_03651_,9.02
_03795_,9.02
_04079_,9.02
_04112_,9.02
_04147_,9.02
_04265_,9.02
_04309_,9.02
_04696_,9.02
_04813_,9.02
_04898_,9.02
_05145_,9.02
_00230_,9.005
_01164_,9.005
_02086_,9
_02411_,9
_02177_,8.985
_01561_,8.98
_02839_,8.98
_02848_,8.98
_03645_,8.98
_04627_,8.98
net1166,8.97
_01178_,8.96
_02231_,8.96
_04658_,8.96
_04942_,8.96
_05166_,8.96
mem_addr[21],8.96
mem_addr[22],8.96
mem_addr[3],8.96
mem_la_addr[5],8.96
mem_la_wdata[1],8.96
mem_wdata[16],8.96
mem_wdata[9],8.96
pcpi_rs1[25],8.96
pcpi_rs1[6],8.96
pcpi_rs2[17],8.96
pcpi_rs2[1],8.96
pcpi_rs2[29],8.96
pcpi_rs2[4],8.96
net1651,8.96
_00091_,8.945
_00137_,8.945
_01141_,8.945
_01492_,8.945
_01791_,8.94
_02887_,8.94
net1235,8.94
net1407,8.94
net1513,8.94
net1713,8.94
net1782,8.94
net1857,8.94
net1908,8.94
net1913,8.94
net2071,8.94
net2140,8.94
net2232,8.94
net2237,8.94
net2261,8.94
mem_wdata[14],8.93
net1219,8.93
_00590_,8.925
_00834_,8.92
_02126_,8.92
_03353_,8.92
_04295_,8.92
_04458_,8.92
_04949_,8.92
cpuregs\[31\]\[10\],8.92
_02319_,8.91
_00352_,8.905
_00487_,8.905
_01058_,8.905
_02202_,8.9
_02536_,8.9
_02618_,8.9
_02838_,8.9
_03806_,8.9
_04127_,8.9
_04192_,8.9
_05193_,8.9
_05243_,8.9
_05285_,8.9
net1278,8.9
net2067,8.9
_02585_,8.89
_05217_,8.89
_02656_,8.88
_04091_,8.88
_04826_,8.88
_05137_,8.875
_00353_,8.865
_02163_,8.86
_02903_,8.86
_03025_,8.86
_03515_,8.86
_03761_,8.86
_04675_,8.86
reg_out\[31\],8.86
net140,8.86
net1793,8.86
_03444_,8.84
mem_rdata[16],8.84
mem_rdata[28],8.84
mem_rdata[31],8.84
mem_rdata[8],8.84
net1388,8.84
net1495,8.84
_00679_,8.825
_00947_,8.825
_01782_,8.82
_02654_,8.82
_02864_,8.82
_03654_,8.82
_04506_,8.82
_04655_,8.82
_05225_,8.82
net1544,8.82
net1597,8.82
net1855,8.82
_02073_,8.8
_02152_,8.8
_02476_,8.8
_04356_,8.8
alu_out_q\[29\],8.8
net1273,8.8
net1923,8.8
net1977,8.8
net2183,8.8
_00153_,8.785
_00514_,8.785
_02494_,8.78
_03680_,8.78
net1260,8.78
net1413,8.78
_00555_,8.76
_02976_,8.76
reg_out\[18\],8.76
net1402,8.76
net1814,8.76
net2227,8.76
_01184_,8.745
_01248_,8.745
_02627_,8.74
_04787_,8.74
net1617,8.74
net1969,8.74
net2265,8.74
net2310,8.74
_00266_,8.725
_00416_,8.725
_01355_,8.725
mem_rdata[10],8.72
mem_rdata[26],8.72
mem_rdata[2],8.72
_01448_,8.705
_03624_,8.7
_03678_,8.7
_04891_,8.7
net2132,8.7
_02855_,8.69
_00150_,8.685
_00484_,8.685
_00678_,8.68
_02868_,8.68
_03723_,8.68
_04040_,8.68
_00494_,8.665
_01544_,8.66
_02311_,8.66
_03253_,8.66
cpuregs\[11\]\[29\],8.66
net43,8.66
_00899_,8.645
_01519_,8.64
_04956_,8.64
net1744,8.64
_02283_,8.63
mem_wdata[7],8.63
_02756_,8.62
_03358_,8.62
_03493_,8.62
_00250_,8.615
_00521_,8.605
_00727_,8.605
_03664_,8.6
_03705_,8.6
_03832_,8.6
_04245_,8.6
_04632_,8.6
_04753_,8.6
_05429_,8.6
net1301,8.6
_02083_,8.58
_02892_,8.58
_02908_,8.58
_02964_,8.58
_03487_,8.58
net1664,8.58
_01530_,8.565
_05568_,8.565
_01976_,8.56
_02182_,8.56
_02777_,8.56
_02952_,8.56
_02965_,8.56
_03014_,8.56
_03151_,8.56
_03178_,8.56
_03979_,8.56
_04160_,8.56
_04723_,8.56
_05095_,8.56
_05333_,8.56
_05475_,8.56
_01221_,8.545
_01915_,8.54
_03002_,8.54
cpuregs\[11\]\[22\],8.54
reg_out\[4\],8.54
_00211_,8.525
_00216_,8.525
_01305_,8.525
_00994_,8.52
_02659_,8.52
_03130_,8.52
_03362_,8.52
_03830_,8.52
_04715_,8.52
_04855_,8.52
_01885_,8.5
_02288_,8.5
_03187_,8.5
_05054_,8.5
mem_wdata[5],8.5
pcpi_rs1[3],8.5
_00128_,8.485
_01297_,8.485
_01760_,8.48
_01793_,8.48
_01849_,8.48
_02407_,8.48
_02504_,8.48
_02975_,8.48
_03062_,8.48
_03096_,8.48
_03531_,8.48
_03601_,8.48
_03687_,8.48
_04686_,8.48
reg_next_pc\[16\],8.48
reg_next_pc\[1\],8.48
net1418,8.48
net1466,8.48
net1522,8.48
net1545,8.48
net1702,8.48
net1724,8.48
net1749,8.48
net1751,8.48
net1895,8.48
net1952,8.48
net1987,8.48
net2099,8.48
net2193,8.48
net2313,8.48
_05138_,8.47
_01944_,8.46
_02405_,8.46
_04644_,8.46
reg_out\[13\],8.46
_00389_,8.445
_02041_,8.44
_02590_,8.44
_03589_,8.44
_03968_,8.44
_04129_,8.44
_04989_,8.44
_05430_,8.44
_01643_,8.425
_01773_,8.42
_04985_,8.42
mem_addr[7],8.41
_00604_,8.405
_00772_,8.405
_00959_,8.405
_00986_,8.405
_01498_,8.405
_03265_,8.405
_02270_,8.4
_04221_,8.4
_05058_,8.4
reg_out\[16\],8.4
_01962_,8.38
_04296_,8.38
net1250,8.38
net1280,8.38
net1294,8.38
net1393,8.38
net1533,8.38
net1722,8.38
net1758,8.38
net1989,8.38
net2217,8.38
net2318,8.38
_00853_,8.365
_01979_,8.36
_02526_,8.36
_02556_,8.36
_02999_,8.36
_04342_,8.36
_04412_,8.36
_04532_,8.36
net1338,8.36
net1396,8.36
net1530,8.36
net1854,8.36
net1883,8.36
net2106,8.36
_03545_,8.34
alu_out\[11\],8.34
cpuregs\[30\]\[21\],8.34
net2064,8.34
_01253_,8.325
_03212_,8.32
_03409_,8.32
cpuregs\[11\]\[27\],8.32
cpuregs\[23\]\[9\],8.32
_00509_,8.305
_01055_,8.305
_01724_,8.3
_03347_,8.3
_04299_,8.3
net1325,8.3
net2137,8.3
_01482_,8.285
_04179_,8.285
_05541_,8.285
_02980_,8.28
net1551,8.28
net1760,8.28
net2230,8.28
_00661_,8.265
_00901_,8.265
_05328_,8.26
net1706,8.26
mem_wstrb[1],8.25
_00025_,8.24
_00026_,8.24
_01567_,8.24
_02116_,8.24
_02421_,8.24
_04969_,8.24
_05362_,8.24
_05455_,8.24
_05501_,8.24
net1812,8.24
net1882,8.24
_04354_,8.23
_00554_,8.225
_02404_,8.22
net1369,8.22
net1498,8.22
_00234_,8.2
_03563_,8.2
cpuregs\[22\]\[19\],8.2
net36,8.2
net37,8.2
net161,8.2
_00120_,8.185
_01033_,8.185
_01066_,8.165
_01534_,8.165
_01864_,8.16
_02464_,8.16
_03510_,8.16
_03546_,8.16
_04145_,8.16
_04635_,8.16
_04860_,8.16
_00370_,8.155
_00673_,8.155
_05227_,8.155
mem_rdata_q\[10\],8.155
_00111_,8.145
_01693_,8.14
_02646_,8.14
_02795_,8.14
_03054_,8.14
_03359_,8.14
_04349_,8.14
_04784_,8.14
_02458_,8.12
_02563_,8.12
_02960_,8.12
_03055_,8.12
_03183_,8.12
_05336_,8.12
_05452_,8.12
_01628_,8.1
_02455_,8.1
_02933_,8.1
_03716_,8.1
_03728_,8.1
_03978_,8.1
_04131_,8.1
_04441_,8.1
_05021_,8.1
_05275_,8.1
net2013,8.1
_00442_,8.095
_04133_,8.08
pcpi_rs2[11],8.07
_00383_,8.065
_00799_,8.065
_00801_,8.065
_01078_,8.065
_01235_,8.065
_01484_,8.065
alu_out\[29\],8.065
_02638_,8.06
_02953_,8.06
_03559_,8.06
_03947_,8.06
_04622_,8.06
_04661_,8.06
_05085_,8.06
_02008_,8.045
_00830_,8.04
mem_addr[2],8.04
mem_addr[8],8.04
mem_la_addr[13],8.04
mem_la_addr[19],8.04
mem_la_addr[7],8.04
mem_la_wdata[19],8.04
mem_la_wdata[22],8.04
mem_la_wdata[28],8.04
mem_la_wdata[2],8.04
mem_la_wdata[5],8.04
mem_wdata[15],8.04
mem_wdata[20],8.04
mem_wdata[4],8.04
pcpi_rs1[15],8.04
pcpi_rs1[29],8.04
pcpi_rs2[0],8.04
pcpi_rs2[18],8.04
pcpi_rs2[23],8.04
pcpi_rs2[31],8.04
pcpi_rs2[8],8.04
pcpi_rs2[9],8.04
_00080_,8.025
_00083_,8.025
_00199_,8.025
_02036_,8.02
_02637_,8.02
_03293_,8.02
_04176_,8.02
_04336_,8.02
_04814_,8.02
cpuregs\[29\]\[5\],8.02
cpuregs\[31\]\[1\],8.02
net1514,8.02
net1540,8.02
net1550,8.02
net1555,8.02
net1558,8.02
net1567,8.02
net1590,8.02
net1762,8.02
net1832,8.02
net1919,8.02
net1991,8.02
net2051,8.02
net2062,8.02
net2084,8.02
net2202,8.02
net2231,8.02
net2270,8.02
_02708_,8.01
_03345_,8
instr_auipc,8
_00177_,7.985
_00912_,7.985
_01451_,7.985
_01765_,7.98
_02947_,7.98
_03153_,7.98
_03188_,7.98
_03238_,7.98
_03291_,7.98
_03436_,7.98
_03996_,7.98
_04183_,7.98
_04351_,7.98
_04830_,7.98
_04849_,7.98
_05139_,7.98
_05144_,7.98
_05517_,7.98
_01056_,7.96
_04024_,7.96
net214,7.96
mem_valid,7.95
_02061_,7.94
_02588_,7.94
_02743_,7.94
_03043_,7.94
_03429_,7.94
_03524_,7.94
_03810_,7.94
_04920_,7.94
_04962_,7.94
_05131_,7.94
_05414_,7.94
_05439_,7.94
_02535_,7.92
_03798_,7.92
_05216_,7.92
pcpi_rs2[10],7.92
net1268,7.92
net1270,7.92
net1330,7.92
net1339,7.92
net1366,7.92
net1441,7.92
net1471,7.92
net1516,7.92
net1663,7.92
net1860,7.92
net2059,7.92
_02056_,7.9
_02371_,7.9
_02469_,7.9
_02879_,7.9
_03621_,7.9
net1340,7.9
net1945,7.9
net2114,7.9
_00363_,7.88
_02313_,7.88
_02906_,7.88
_02988_,7.88
cpuregs\[23\]\[17\],7.88
reg_out\[25\],7.88
reg_out\[8\],7.88
net1461,7.88
_03383_,7.86
_05290_,7.86
net1759,7.86
_00285_,7.845
_01333_,7.845
net2103,7.84
_01852_,7.83
net1373,7.82
net1573,7.82
net1661,7.82
net1901,7.82
net2201,7.82
_01265_,7.805
_01497_,7.805
_03382_,7.8
_04328_,7.8
_04484_,7.8
_05173_,7.8
cpuregs\[31\]\[11\],7.8
net1624,7.8
net1700,7.8
net2319,7.8
_01884_,7.78
_02524_,7.78
_02560_,7.78
_04641_,7.78
_04798_,7.78
_04847_,7.78
_04875_,7.78
net1775,7.78
_00490_,7.765
_05565_,7.765
_02949_,7.76
_03955_,7.76
_04291_,7.76
_04652_,7.76
_04738_,7.76
_05185_,7.76
_00937_,7.745
_01275_,7.745
_03236_,7.74
_03460_,7.74
_04260_,7.74
_04492_,7.74
_04672_,7.74
mem_rdata_q\[6\],7.74
_00890_,7.725
_01201_,7.725
_01311_,7.725
_02478_,7.72
_00326_,7.715
_01774_,7.7
_02904_,7.7
_05474_,7.7
_01394_,7.685
_02422_,7.68
_02430_,7.68
_02604_,7.68
_03087_,7.68
_03233_,7.68
_03386_,7.68
_03860_,7.68
_04097_,7.68
_04301_,7.68
_04653_,7.68
_04958_,7.68
_05077_,7.68
_05179_,7.68
net2258,7.68
_04507_,7.67
_00573_,7.665
_01982_,7.66
_02167_,7.66
_04479_,7.66
_05293_,7.66
net1856,7.66
_00568_,7.645
_02179_,7.64
_02203_,7.64
_02552_,7.64
_02655_,7.64
_02799_,7.64
_02857_,7.64
_03118_,7.64
_03506_,7.64
_04103_,7.64
_04121_,7.64
_04733_,7.64
_05180_,7.64
_05342_,7.64
cpuregs\[31\]\[15\],7.64
_00411_,7.625
_01405_,7.625
_02144_,7.62
_02420_,7.62
_00400_,7.605
_01413_,7.605
_05561_,7.605
_02181_,7.6
_03616_,7.6
_03783_,7.6
_04204_,7.6
_05143_,7.6
_05257_,7.6
_01900_,7.585
_02574_,7.58
_04019_,7.58
_04880_,7.58
mem_addr[4],7.57
mem_wdata[13],7.57
net1189,7.57
_00330_,7.565
_00337_,7.565
_00616_,7.565
_00843_,7.565
_01138_,7.565
_02509_,7.56
_02584_,7.56
_02592_,7.56
_02993_,7.56
_03090_,7.56
_03765_,7.56
_03931_,7.56
_04706_,7.56
_05076_,7.56
_05094_,7.56
_05374_,7.56
cpuregs\[22\]\[29\],7.56
net1346,7.56
net1359,7.56
net1568,7.56
net1715,7.56
net1754,7.56
net2149,7.56
net2162,7.56
net2228,7.56
net2247,7.56
net2254,7.56
_00247_,7.545
_00810_,7.54
_02059_,7.54
_03970_,7.54
_04248_,7.54
_01829_,7.52
_02215_,7.52
_02424_,7.52
_02467_,7.52
_02846_,7.52
_02912_,7.52
_03228_,7.52
_04193_,7.52
_04227_,7.52
_04249_,7.52
_04469_,7.52
_04692_,7.52
_05269_,7.52
_05282_,7.52
_05460_,7.52
net147,7.52
net194,7.52
net1720,7.52
net1880,7.52
_00092_,7.505
_00226_,7.505
_02330_,7.5
_05521_,7.5
_00585_,7.48
_01573_,7.48
_04841_,7.48
_02379_,7.47
_00039_,7.465
_02017_,7.465
_00907_,7.46
_01841_,7.46
_02488_,7.46
_03369_,7.46
net1409,7.46
net1424,7.46
net1604,7.46
net1691,7.46
net1877,7.46
net1897,7.46
net1957,7.46
net2004,7.46
net2088,7.46
net2142,7.46
net2256,7.46
_00526_,7.455
_01596_,7.44
_01728_,7.44
_02267_,7.44
_03440_,7.44
_04039_,7.44
_04259_,7.44
cpuregs\[28\]\[15\],7.44
net183,7.44
net1243,7.44
net1305,7.44
net1440,7.44
net1635,7.44
net1710,7.44
_00436_,7.42
_01429_,7.42
_04451_,7.42
_04837_,7.42
_05209_,7.42
alu_out\[8\],7.42
net1323,7.42
net1354,7.42
net1378,7.42
net1415,7.42
_02120_,7.4
_02125_,7.4
_04633_,7.4
_00114_,7.385
_00582_,7.385
_00649_,7.385
_01508_,7.385
alu_out\[2\],7.385
_01637_,7.38
net1470,7.38
net1841,7.38
mem_rdata[17],7.37
_00057_,7.365
_00708_,7.365
_01220_,7.365
_03049_,7.36
net1318,7.36
net1389,7.36
net1451,7.36
_00988_,7.355
net1149,7.35
_00033_,7.345
_00162_,7.345
_00422_,7.345
_00426_,7.345
_00524_,7.345
_01687_,7.34
_01972_,7.34
_02259_,7.34
_03275_,7.34
_03305_,7.34
net1371,7.34
net2056,7.34
_02128_,7.32
_02331_,7.32
_04110_,7.32
_04214_,7.32
_04709_,7.32
_05288_,7.32
net2121,7.32
_00684_,7.315
_00242_,7.305
_00372_,7.305
_01148_,7.305
_01329_,7.305
_00611_,7.3
_01303_,7.3
_02639_,7.3
_02836_,7.3
_04874_,7.3
_00579_,7.285
_00918_,7.285
_02502_,7.28
_04293_,7.28
_01079_,7.265
_04294_,7.26
_04897_,7.26
_01233_,7.245
_05329_,7.245
_02426_,7.24
_02644_,7.24
_03149_,7.24
_03170_,7.24
_05238_,7.24
net1200,7.23
_00175_,7.225
_00460_,7.225
_01131_,7.225
_01322_,7.225
_02959_,7.22
_03775_,7.22
_04637_,7.22
_04699_,7.22
_05155_,7.22
net1256,7.22
net1297,7.22
net1741,7.22
_01566_,7.2
_03642_,7.2
_03646_,7.2
_03982_,7.2
_04796_,7.2
_00923_,7.185
_01696_,7.18
_01804_,7.18
_02229_,7.18
_02495_,7.18
_02917_,7.18
_03391_,7.18
_03655_,7.18
_03690_,7.18
_03804_,7.18
_04080_,7.18
_04165_,7.18
